UNIQID,NAME,0C12_S,0C179_S,0C167_S,0C0936_S,AP5204_S,AP10222_S,AP12366_S,AP13058_S,AP13223_S,AP14217_S,AP14398_S,BP185_S,BP355_S,BP7644_S,CP6667_S,CP9949_S,CP12361_S,CP13701_S,CP13774_S,XP139_S,XP10557_S,XP13296_S,XP13451_S,XP14399_S,XP14698_S,XP15443_S,XP170_S,XP6209_S,XP7297_S,XP9376_S,XP9875_S,XP10232_S,XP11567_S,XP14735_S,XP16942_S
439,635_s_at,5.756105,5.335474,5.737752,5.605058,5.03035,5.167312,5.052192,5.307548,4.994395,4.970588,5.362499,5.451947,5.072567,5.303077,5.137772,5.338834,5.426875,5.068965,5.760716,5.163766,5.338599,5.108223,5.358473,5.47426,5.218245,5.757057,5.406872,5.134421,5.253282,5.198895,5.376132,5.602976,5.261124,5.778532,5.379539
440,823_at,4.329547,4.553314,4.435469,4.513872,4.40042,4.553515,4.428153,4.285912,4.456088,4.728365,4.38676,4.610779,4.537263,4.501424,4.322199,4.387036,4.297705,4.644959,4.488323,4.294649,4.611611,4.485108,4.684397,4.363499,4.309072,4.521881,4.35483,4.545362,4.516036,4.519136,4.765668,4.314434,4.563709,4.419488,4.52839
441,42361_g_at,3.610474,3.610776,4.092372,3.686604,3.847324,3.593117,3.586281,3.739705,3.738637,3.762919,3.764034,3.456022,3.571904,3.513814,3.723373,3.671634,3.666871,3.577012,3.71043,4.035419,3.678104,3.52323,3.500531,3.826212,3.736652,3.655186,3.576399,3.646121,3.727684,3.655979,3.683671,3.611173,3.850741,3.862257,3.568902
442,43427_at,5.240129,5.620126,5.349449,5.287891,5.525742,5.72681,5.482617,5.596636,5.19947,6.278145,4.884445,5.161229,5.149811,5.111471,5.357774,5.199351,5.174649,5.037663,5.05094,5.327895,5.280086,5.295608,5.311538,5.276849,5.479807,5.426851,5.07553,5.243353,5.316341,4.947461,5.142231,4.945085,5.269396,4.956128,5.029429
443,43511_s_at,7.477165,7.65978,7.016769,6.682032,7.274287,7.478927,7.496899,8.234325,7.675948,7.49448,7.536425,7.958219,7.314684,8.381532,7.440023,7.848217,6.693445,7.494644,7.83241,6.966234,6.993092,6.977651,7.310682,8.011119,7.51682,7.8037,8.266285,7.449336,7.062916,8.248977,7.362082,8.319257,8.199457,7.628962,8.269769
444,43544_at,5.762132,6.681116,6.310381,5.685856,5.361138,5.505084,6.845141,7.026418,7.175591,5.934483,6.352913,6.123618,5.61136,5.578346,6.230259,7.023343,6.596342,4.841754,6.834653,7.097199,5.42231,6.088602,5.512293,7.074799,6.959614,6.08288,5.890828,5.165161,7.2664,7.167805,6.39115,7.071418,6.767484,6.21607,6.59677
445,43934_at,6.712921,6.482265,6.711953,6.656836,7.107927,6.640584,6.552247,6.378696,6.057793,6.424924,6.536135,6.755739,6.37851,6.747467,6.501912,6.679979,6.806158,6.482262,6.657793,6.422096,6.86868,6.721008,6.571945,6.280511,6.498636,6.770853,6.966907,6.838731,6.77981,6.7623,6.934922,6.477864,6.756502,6.515097,6.408127
446,43977_at,7.873251,7.255626,8.013687,7.524504,8.141674,8.112779,8.408348,7.988463,7.824913,7.987134,8.113192,8.171447,7.959019,7.946194,8.069248,8.002042,7.738902,7.845542,8.052153,8.402431,8.171922,8.343707,8.10632,8.305962,8.579211,8.138037,8.293572,8.052247,8.38197,8.627993,8.227632,8.358246,8.601248,8.213288,8.040589
447,44040_at,6.038823,6.165598,5.64354,6.07045,6.164848,5.900692,5.739185,5.882255,5.566879,6.514021,6.480697,7.136852,6.506892,6.546255,6.400368,6.172339,6.356641,6.21564,6.934142,7.184177,6.375603,6.815958,6.470477,7.257105,6.973815,6.909568,7.236843,6.431073,5.812768,6.814645,6.437878,6.467604,6.857261,7.527159,7.010965
448,44065_at,4.797284,4.915075,4.763146,4.679461,4.844467,4.544009,5.066548,5.191789,5.688555,5.291237,4.596551,4.572783,4.53455,4.659215,4.647155,4.674762,4.904835,4.785692,4.859781,4.525881,5.059057,5.027231,4.876543,4.917813,5.010583,4.667778,4.74418,4.699775,4.494544,4.957452,4.928568,4.81308,5.489297,4.682451,4.785419
449,44111_at,5.075303,5.086919,4.706089,4.626633,4.880837,4.917196,5.078927,5.076347,6.048725,4.914285,5.013261,4.631234,5.02192,5.028809,4.955589,4.980374,4.735546,4.932052,5.382185,5.760929,4.76377,4.657088,5.134269,5.333351,4.895364,5.069631,4.89949,4.616941,4.653935,5.024008,4.558386,4.958629,4.876768,4.777178,5.375682
450,44120_at,6.885271,6.402468,6.974128,6.415615,6.812625,6.738193,6.914842,7.157666,6.477831,6.890883,6.923462,6.799831,6.827885,6.81959,7.32596,6.991934,7.098871,6.730378,6.928816,6.601183,7.001325,6.435603,7.061416,6.664233,7.027814,6.778316,6.723323,6.730644,6.400269,7.529559,7.081914,7.041963,7.22308,7.419861,6.780478
451,44146_at,7.200118,7.367268,7.070648,7.103109,6.868691,7.111889,6.896121,6.82985,7.16029,7.10336,6.897322,6.68172,6.7064,6.792901,6.819281,7.103842,6.610999,7.575216,7.300464,6.893375,6.820763,6.68052,7.572196,7.293341,7.046155,7.537202,6.78328,6.754273,6.896837,6.879177,6.947901,6.827641,7.071903,7.550438,7.039164
452,44563_at,6.988742,6.951033,7.2271,7.213409,7.306593,7.115025,7.202976,7.353877,6.638653,7.219129,7.4967,7.088208,7.100879,7.469258,7.117353,7.267639,7.313972,7.01172,7.322264,8.042021,7.081424,7.122837,7.359217,7.323081,7.286824,7.219997,7.158365,7.480418,7.374607,7.335847,7.190889,7.477748,7.400009,7.18443,7.11884
453,44617_at,7.27079,7.239164,7.478597,6.780096,7.807067,7.626262,7.72832,7.192477,7.202321,7.241264,7.462602,7.071132,7.25873,7.573492,7.313931,7.790345,7.411256,7.23384,7.493948,7.491872,7.634302,7.246426,7.309226,7.09167,7.660926,7.218895,7.387738,7.015159,7.627136,7.161904,7.476312,7.434888,7.68969,7.026906,7.361224
454,44654_at,7.605912,7.461718,7.832569,7.088526,8.263925,8.00304,8.719488,9.029131,7.600574,8.18797,8.294647,8.012159,7.965944,7.622101,8.266552,7.970979,8.192563,7.613564,8.02019,9.087266,8.470774,8.526995,7.616503,8.623745,9.074281,8.164744,8.467299,7.388266,7.228137,8.392057,8.384404,8.343888,8.096902,8.220657,8.046402
455,44669_at,4.734861,4.814855,4.958024,4.749126,4.816039,4.772033,5.405455,5.07116,5.483103,5.165933,4.852638,4.937387,4.934264,4.922419,5.012602,5.25588,5.067611,4.977623,5.156199,4.963289,4.946285,4.793525,4.951067,4.651301,5.387757,4.830949,4.64755,5.105416,5.216091,5.004833,5.033612,5.04286,5.245968,4.849797,4.725354
456,44673_at,5.397386,5.306237,5.337953,5.235595,5.205088,5.084622,5.063992,4.69188,4.823307,4.92876,4.983596,5.157313,5.100817,5.386202,4.99911,5.269111,4.876269,5.389263,5.226219,4.995425,5.285358,5.004358,5.252172,4.684354,5.02138,4.860772,4.890648,5.129594,5.331998,5.077923,5.398651,5.206951,5.052409,5.598894,5.054133
457,44696_at,7.084918,7.127597,7.015891,6.794033,7.063559,6.841048,7.526175,7.181288,7.377836,7.301255,7.455948,6.502731,7.086323,7.036035,6.658195,6.87615,6.553761,7.215623,7.372224,7.151323,6.436937,6.123696,7.073158,6.784573,7.238657,6.786156,6.456618,6.97014,6.126301,7.28551,6.214974,7.253293,6.82011,6.899356,7.193162
458,44702_at,6.921453,7.062962,7.048514,6.714071,7.097263,6.84701,7.329314,6.662713,6.510671,6.790854,7.020117,6.76304,6.852126,6.956232,6.937844,6.911607,7.024987,7.03725,6.819516,6.809759,7.136891,6.781799,7.391189,6.598462,7.067043,7.222145,6.908992,7.362409,7.146673,6.974813,7.069724,6.84708,6.91309,6.985329,6.784619
459,44783_s_at,5.375112,6.00317,5.742302,5.599753,5.083269,5.254293,5.165312,4.869207,5.191303,5.509182,5.612635,5.053571,5.186821,5.229569,5.220566,5.136589,4.989206,6.514508,5.188678,4.787535,5.406069,4.964604,6.80718,4.899868,5.289486,5.109197,5.002437,5.891196,4.953605,5.221496,5.463517,5.236536,5.267792,4.885773,5.284438
460,44790_s_at,4.884604,5.495857,4.533722,4.93436,3.669176,3.785325,3.695062,3.642527,3.626432,4.442039,3.937955,3.794892,4.025114,3.853412,3.733721,3.839701,3.720734,3.702577,3.875299,4.067599,3.689722,3.52793,3.852002,3.787227,3.689108,4.205339,4.032185,4.244892,3.733423,3.412465,3.998711,3.969529,3.670005,6.664361,3.66722
461,44822_s_at,5.76832,5.902172,5.626509,5.793189,6.026378,5.714061,5.916207,5.826495,6.502371,5.909656,5.926799,5.646594,5.71466,6.155713,5.841974,6.01061,5.865224,6.025027,6.345054,5.810337,5.915779,5.57488,6.661615,5.688611,6.151845,6.105266,5.786797,6.225453,5.629941,5.829121,5.58234,5.76623,5.780978,5.681878,5.604081
462,45288_at,4.206349,4.343264,4.092681,4.084875,3.941435,4.051282,4.080866,4.017731,3.856611,4.3094,4.150294,4.143919,4.086793,4.029573,4.423439,4.628469,4.346867,4.127267,4.738026,4.164567,4.144894,4.023657,4.442726,3.98843,4.163263,4.296968,3.979466,4.190247,4.205817,4.06814,4.077836,4.601718,4.004559,4.154519,4.036937
463,45297_at,7.030747,7.093942,7.080372,6.77261,7.395621,7.124066,7.116296,7.408895,6.986547,7.001475,7.653825,7.708878,7.16959,7.185908,6.848374,7.143894,6.987633,7.154936,6.91946,6.806756,7.388833,6.963453,7.567778,7.287007,6.986821,7.401737,6.882976,6.891112,7.408731,6.991321,7.217731,7.415896,7.223999,7.207888,6.98531
464,45526_g_at,9.078507,9.577876,9.353523,8.909759,8.619721,9.024153,9.238412,8.999588,9.461892,9.118841,8.8531,8.62584,9.090241,9.14253,9.02862,9.277875,9.023335,9.749976,9.221701,8.806791,8.754898,8.741394,9.630975,9.004636,9.669005,9.46042,8.343677,8.019506,8.702117,9.451773,8.718864,8.942832,7.93667,8.730474,9.439437
465,45572_s_at,9.420591,9.238678,9.153773,8.951784,8.498646,8.877029,8.474448,8.591808,8.987915,8.812601,8.951002,8.744917,8.941152,11.353099,9.29444,8.985995,8.887666,9.148498,9.276286,9.374535,9.328399,8.473102,9.790187,9.172306,9.312619,9.953019,8.928051,8.634571,8.515016,8.446134,9.847262,9.07041,8.635279,9.165985,9.724172
466,45633_at,4.110291,4.348307,4.142844,3.932149,4.353505,3.874809,4.225806,4.473659,4.050311,4.330943,4.188629,3.982047,3.973641,3.911723,4.163279,4.170378,4.581755,4.04295,3.90625,4.384445,4.073316,4.270795,4.203643,4.247931,4.455523,4.107688,4.022623,3.973017,4.746046,4.336405,4.170686,4.144948,4.28979,4.000177,3.704967
467,45653_at,6.177409,6.388572,6.186969,6.145084,5.874274,6.008049,5.683282,5.838277,5.827985,5.984975,6.122649,5.860924,5.77473,5.7004,5.732311,5.595332,5.810815,5.729954,6.110367,6.897043,6.194563,5.623915,6.124136,6.125156,6.522779,6.675517,6.102853,5.558665,5.502762,5.632554,5.571657,5.807836,5.564721,6.390312,6.085471
468,45687_at,8.761968,8.740081,8.753348,8.307459,8.574222,8.75163,8.6193,8.843629,9.295951,9.142495,9.07315,8.382442,8.649217,8.81648,8.62494,8.613008,8.351142,8.30343,8.783749,8.564202,8.334654,8.487031,8.664072,8.783174,8.820622,9.041609,8.361767,8.465858,8.732394,8.856969,8.72906,8.908022,8.375579,8.729956,9.133495
469,45714_at,6.459334,6.526692,6.734572,5.921732,6.415978,6.851092,6.895448,6.726188,6.536105,6.83548,7.24124,6.687444,6.738588,6.361923,6.407184,6.714024,7.149266,6.965746,6.820222,6.582233,7.055986,6.775556,6.666518,6.630524,6.831968,6.587487,6.800628,6.317811,6.544154,6.959794,6.699208,6.73289,6.290464,6.924354,7.023062
470,45749_at,9.070005,9.242878,8.962647,8.862885,8.683899,8.737121,8.652644,8.286021,8.496054,8.383767,8.610802,8.981928,8.90243,9.309829,9.062448,8.933076,8.889808,9.261925,9.150463,8.389244,8.945634,8.333007,9.186499,8.43212,8.876607,9.029532,8.878365,9.201659,9.475123,8.554184,8.83164,8.821935,8.775133,9.89136,8.473062
471,45828_at,6.794829,6.949793,6.871178,6.38591,7.075047,7.131004,7.399508,7.557246,7.863471,7.219797,7.561689,7.060743,7.018577,7.172915,7.402396,7.0889,7.236099,6.342733,6.776841,7.343898,7.02716,7.395063,7.036545,7.684144,7.430419,7.051713,7.237529,6.573974,7.182565,7.550634,7.193584,7.65136,7.159472,6.921177,7.087826
472,46142_at,4.857273,4.851526,4.773082,4.78666,4.984005,4.940296,4.997563,4.973467,4.511061,4.822414,5.540466,4.663294,4.864217,4.686186,4.871982,4.699558,4.757731,4.792357,4.772461,4.937273,4.981441,4.891559,5.198362,5.031696,5.117213,4.882058,5.093709,4.698063,4.648414,4.966142,4.857925,5.1161,4.85302,5.520174,4.990114
473,46167_at,5.151475,5.703436,5.030335,4.973987,5.663354,4.881973,5.857384,5.883125,6.466553,6.144739,5.409815,5.322652,4.848232,4.944669,5.844135,5.441929,5.275258,4.913067,5.802908,6.399464,5.155511,5.437192,5.226293,5.611062,6.086635,4.899711,4.757616,5.381338,5.054002,5.378693,5.017363,5.523468,5.767369,4.852823,4.845837
474,46256_at,8.990212,9.664246,8.984748,8.563272,8.482643,8.744418,8.595654,8.528609,8.858685,8.707732,9.084317,8.429187,8.409664,8.705626,8.258014,8.433762,8.062475,8.374307,9.158028,8.953408,7.945709,8.510147,8.48562,8.986501,8.855977,9.072765,8.145042,7.950999,8.578498,8.559522,8.061411,8.25708,8.126414,8.781159,9.171386
475,46270_at,6.605277,7.159572,6.73688,6.564424,6.313233,8.634378,6.542939,6.718881,8.655327,6.759902,7.145445,5.91153,7.021517,6.631453,6.086229,6.435938,6.084762,8.099353,6.782729,6.362889,6.888936,7.684565,8.150785,7.513949,7.033823,6.973176,6.513592,5.919255,6.643147,7.204721,6.483618,6.225297,5.657282,6.613612,7.295457
476,46323_at,6.907189,7.804639,7.219117,6.527521,6.249297,5.436592,6.925742,6.800551,6.757746,6.010247,6.357524,5.790024,5.874403,5.729853,6.314934,6.686736,6.761961,7.344398,6.953806,6.963103,5.387863,5.589903,6.011467,6.111484,7.658375,6.209093,5.93346,5.471,5.419498,7.257136,5.698602,6.589703,6.138127,5.691664,6.216825
477,46665_at,6.355127,6.204684,5.693332,6.297929,6.659813,6.169927,6.9842,6.429743,6.607723,6.064904,6.189407,6.083092,6.061587,6.828035,6.822859,6.359629,6.378199,6.37504,6.369424,6.838235,6.119135,6.247878,7.195657,6.896581,6.094906,6.1717,5.981484,6.265561,6.826685,6.480573,5.971562,6.101091,6.279592,5.548193,6.139409
478,46947_at,4.377261,4.199473,4.280907,4.791346,4.234996,4.166115,3.992864,4.043538,3.955727,3.92621,4.119523,4.189091,4.249694,4.531569,4.348975,4.384291,4.157161,4.106148,4.208601,4.172255,4.674671,4.243726,4.334188,4.250877,4.229641,4.171349,4.323277,4.454182,4.675137,4.35078,4.412127,4.357923,4.250235,4.260379,4.394591
479,47069_at,6.913039,6.702795,6.887227,6.180599,6.86875,6.055016,7.153394,7.642538,7.339175,6.380088,6.076391,6.237545,5.618491,6.761714,6.354703,6.182853,5.662658,6.51673,6.32197,6.262738,6.424528,7.029932,7.28397,6.872718,6.947409,6.371568,6.498432,6.460141,7.549725,8.078285,6.105936,6.599514,6.608555,6.135121,6.82898
480,47083_at,7.771853,7.664297,7.781462,7.444232,7.268647,7.621369,7.611785,8.027272,8.152435,7.531935,7.616133,7.392766,7.371321,7.332759,7.294524,7.527935,7.385408,7.412835,7.657443,7.660015,7.486836,7.837728,7.79672,7.894214,7.956019,7.73705,7.416914,7.033668,7.825031,7.980342,7.713149,7.62445,7.954883,7.680021,7.486035
481,47105_at,5.718605,5.622608,5.612939,5.889788,5.438556,5.364675,5.426454,5.294769,5.356853,5.291589,5.390011,5.319728,5.573545,5.84651,5.722058,5.633052,5.447172,5.550081,6.110145,5.566075,5.521237,5.42406,5.546696,5.377636,5.514362,5.258779,5.194376,5.279389,5.296343,5.51693,5.576226,5.528679,5.393955,5.326741,5.346342
482,47530_at,5.771137,6.016653,5.927154,5.661927,5.632092,5.961427,5.781197,5.547476,6.375003,5.695839,5.816962,5.689111,5.807699,5.593282,5.229958,5.627261,5.420868,5.989051,5.973062,5.782135,5.744547,5.766947,6.019014,5.7579,5.666782,5.81024,5.768142,5.721608,5.355478,5.701699,5.63101,5.476207,5.367596,5.602188,5.890378
483,47550_at,3.757542,4.049649,3.756481,3.745055,4.025364,4.013526,3.91303,3.968688,3.786829,4.112522,4.030581,3.920216,4.196583,3.905351,3.912824,3.882641,3.958209,3.82523,3.795116,3.978807,4.047288,3.793525,4.094684,3.837382,3.915431,4.030826,3.972371,3.832305,3.960616,4.009872,4.044995,3.993465,3.914435,3.864853,3.885737
484,47553_at,3.726046,3.702695,3.642763,3.806618,3.72663,3.695329,3.667579,3.869105,3.677202,3.904425,3.696551,4.032038,3.982729,3.873358,3.769584,3.636682,3.556002,3.684687,3.655838,3.78545,3.727506,3.462191,3.95603,3.592708,3.64019,3.707718,3.675972,3.690375,3.871121,3.640391,3.811659,3.655385,3.886584,3.76372,3.719446
485,47560_at,4.842891,5.196097,5.003611,4.679632,4.957098,4.724531,5.019618,5.054105,4.72793,4.726632,4.956303,4.877343,4.785046,4.655856,4.404735,4.612261,4.694686,4.865908,4.68561,4.769441,4.715658,4.636634,5.535637,4.552965,4.750887,4.710392,4.778696,5.085398,4.643825,5.085832,4.648463,4.829708,5.106858,4.937244,4.736626
486,47571_at,6.775308,6.744796,6.924888,6.868069,7.057805,6.799543,6.756949,6.288186,6.733811,7.019347,6.851365,6.08163,6.853501,6.936945,6.450118,6.764863,6.391972,6.936177,6.790812,6.626514,7.190532,6.574807,7.278047,6.776877,7.003263,6.636529,6.528066,6.873224,6.424062,6.950233,6.715076,6.73808,6.654752,6.305946,6.8996
487,47608_at,7.030648,6.997924,7.310002,6.967574,6.992919,6.900133,7.098812,7.147565,7.242246,7.231949,7.1073,6.655453,6.691561,7.241108,7.00091,6.90687,6.851954,6.64384,7.467606,7.60806,6.80436,7.094639,6.923732,7.036496,7.291458,7.142932,6.681704,6.53857,6.542048,6.963374,7.036528,7.000483,7.14575,7.04179,6.738293
488,47773_at,6.021388,6.186452,5.697088,5.94918,5.664109,6.019433,5.833348,5.847131,6.782012,5.937379,5.6146,5.409893,5.678205,5.707746,5.482339,5.688542,5.257271,6.070134,6.223659,5.624582,5.646216,6.279046,5.882854,6.595434,6.113506,6.072301,5.432776,5.65592,5.515151,6.104218,5.47612,5.78881,5.697938,5.698554,6.204313
489,48030_i_at,9.664043,9.360541,9.860472,9.551793,9.75134,9.510184,9.470853,8.927635,9.086483,9.321813,9.50235,9.15567,9.512133,9.634356,9.196675,9.533602,9.313529,9.485945,9.57513,9.408818,9.595667,9.358703,9.737376,9.186608,9.438015,9.446563,9.497321,9.77768,9.557526,9.433331,9.660264,9.589929,9.41744,9.452933,9.504811
490,48031_r_at,4.097186,4.276811,4.178295,3.97206,4.053042,4.085291,4.028182,3.876866,4.004661,3.920523,4.037343,3.89934,3.924692,4.108606,3.899538,3.973939,3.733512,4.080072,3.88663,3.954669,4.280425,3.938631,4.040314,3.977231,4.05448,3.956604,3.895106,3.924322,4.245473,4.142313,4.06045,4.079684,3.860663,3.966156,4.402233
491,48106_at,7.196228,7.641391,7.405059,7.443235,7.235422,7.225305,7.550273,7.167236,7.168505,7.497945,7.139777,7.077067,7.235199,7.164689,7.171695,7.424968,7.349518,7.307799,7.217453,7.204889,8.02804,7.278862,7.200887,7.373397,8.059436,7.268736,7.370061,7.152405,7.951799,7.75365,7.399372,6.890213,7.715447,7.239875,7.556791
492,48117_at,7.226505,7.165028,7.42964,7.270835,7.091056,7.275592,7.453475,7.457969,7.282486,6.891411,7.157038,7.01312,7.092643,7.376177,7.239549,7.37108,7.171874,7.092689,7.165481,7.126159,7.337824,7.422306,7.303061,7.103302,7.201831,7.242412,7.123453,7.267356,7.708915,7.440033,7.774596,7.639837,7.564686,7.564583,7.480039
493,48531_at,7.269303,7.815863,7.321579,6.788215,6.697029,6.960051,7.095448,7.391591,7.717898,7.146162,7.32752,7.085933,7.217246,6.586533,7.008145,7.123855,6.80668,8.694775,7.647333,7.577566,6.386359,6.202267,6.637069,7.229827,7.436592,7.531251,7.448351,6.268813,6.226895,7.278548,6.558914,7.240633,6.80752,7.509075,7.501063
494,48580_at,9.46324,9.087455,9.235176,9.015475,9.512941,9.332758,9.714787,9.486646,9.122826,9.326876,9.502109,9.05327,9.014949,9.408455,9.590748,9.431215,9.228788,8.89544,9.482318,9.559134,9.276812,8.933586,9.140278,9.301041,9.532254,9.742662,8.890039,8.976744,9.409066,9.249471,9.29247,9.57056,9.509855,9.096861,8.829704
495,49111_at,7.145241,7.269382,6.434476,6.516654,7.051831,7.359625,7.295929,8.014544,7.331081,6.940515,7.306685,7.716567,7.019257,7.989496,7.146864,7.53614,6.636011,7.190466,7.574766,6.758213,6.849007,6.814697,7.060765,7.615378,7.163505,7.717709,8.235092,7.380814,7.11965,7.943806,7.114547,7.921871,8.021635,7.51573,7.96714
496,49306_at,5.306536,5.083697,4.91912,5.250601,4.946085,5.137018,5.031084,5.238692,4.75266,4.88961,4.985919,5.42771,4.917126,5.476613,6.344135,5.937689,6.518236,5.863091,6.82967,5.337787,5.286517,4.681268,5.481207,5.112346,5.226405,5.120712,5.085092,4.807936,5.188741,4.63802,5.20959,5.143377,4.97062,4.87437,4.752727
497,49327_at,8.219582,8.135898,8.431521,8.3297,8.471611,8.073375,8.195634,7.770594,7.884012,8.311605,8.25036,7.641137,8.13876,8.362115,7.851422,8.215289,7.810698,8.05053,8.157681,7.980895,8.364567,7.712781,8.348125,7.803553,8.195714,8.057968,7.952239,8.320638,7.973767,8.082043,8.184448,8.126787,8.110453,7.938427,8.116206
498,49452_at,5.170179,5.401496,5.103133,5.072633,5.322478,5.737839,5.520697,5.620607,4.990631,6.009132,5.538232,5.187598,4.678986,4.950346,5.333701,5.194767,5.145274,4.824462,5.145553,5.297824,5.103076,4.978078,5.286599,5.253037,5.203956,5.588675,4.945529,5.096454,5.247654,4.97825,5.189355,5.123603,5.282125,5.14977,4.83417
499,49485_at,6.085498,6.324749,6.020256,5.773928,5.685929,5.769071,5.894153,6.070516,6.552999,6.294966,5.709603,5.99646,5.972691,6.077117,5.671324,5.904464,5.82198,6.145233,6.228186,5.960765,5.967833,5.986649,5.929696,5.929234,6.006572,6.076229,5.845216,5.765645,6.027463,6.030283,5.829765,5.94403,5.926201,5.973165,5.9984
500,49878_at,8.543681,8.143872,8.722227,8.275456,8.193967,8.190344,8.346348,8.010396,8.140957,8.185239,8.271732,8.237159,8.619999,8.565743,8.409388,8.575997,8.401134,8.628247,8.571702,8.509416,8.562358,8.275229,8.772802,8.229786,8.487986,8.60345,8.362932,8.263362,8.429203,8.289507,8.592894,8.702016,8.264184,8.325411,8.55676
